last_name,first_name,player_id,year,b_total_pa,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,slg_percent,on_base_percent,on_base_plus_slg,b_catcher_interf,b_hit_by_pitch,b_out_fly,b_out_ground,b_out_line_drive,b_out_popup,
Walker,Christian,572233,2021,445,64,23,1,10,106,38,.382,.315,.696,0,4,64,85,26,24,
Zunino,Mike,572287,2021,375,26,11,2,33,132,34,.559,.301,.860,0,7,33,53,10,32,
Carpenter,Matt,572761,2021,249,20,11,1,3,77,35,.275,.305,.581,0,6,47,32,11,5,
Dickerson,Corey,572816,2021,365,62,18,5,6,68,25,.408,.326,.734,0,3,41,96,21,20,
Garneau,Dustin,572863,2021,68,2,5,0,6,18,3,.581,.250,.831,0,1,7,16,3,6,
Ruf,Darin,573131,2021,312,40,13,2,16,87,46,.519,.385,.904,0,3,23,60,16,6,
Stroman,Marcus,573186,2021,58,3,2,0,0,24,4,.137,.155,.292,0,0,2,18,3,2,
Yastrzemski,Mike,573262,2021,532,49,28,3,25,131,51,.457,.310,.767,0,9,85,99,25,27,
Contreras,Willson,575929,2021,483,57,20,0,21,138,52,.438,.340,.778,0,14,46,104,18,13,
Iglesias,Jose,578428,2021,511,93,27,2,9,75,21,.391,.309,.701,0,6,73,134,43,27,
Torreyes,Ronald,591720,2021,344,59,10,1,7,41,19,.346,.282,.628,0,1,53,105,27,20,
Valera,Breyvic,591971,2021,97,15,6,0,1,12,8,.356,.309,.666,0,0,14,22,12,6,
Bryant,Kris,592178,2021,586,77,32,2,25,135,62,.481,.353,.835,0,9,73,113,34,22,
Canha,Mark,592192,2021,625,77,22,4,17,128,77,.387,.358,.746,0,27,73,133,38,28,
Casali,Curt,592200,2021,231,25,11,1,5,66,26,.350,.312,.662,0,4,35,33,8,17,
Castellanos,Nick,592206,2021,585,91,38,1,34,121,41,.576,.362,.939,0,7,79,117,38,15,
DeShields,Delino,592261,2021,58,6,5,0,1,11,9,.426,.362,.788,0,0,11,13,2,0,
Drury,Brandon,592273,2021,88,14,5,0,4,22,3,.476,.307,.783,0,1,7,24,2,6,
Gamel,Ben,592325,2021,400,55,18,3,8,105,51,.388,.345,.733,0,3,57,60,25,13,
Gausman,Kevin,592332,2021,62,10,0,0,0,31,2,.185,.194,.379,0,0,2,16,1,0,
Goodrum,Niko,592348,2021,325,40,11,2,9,107,29,.359,.292,.651,0,4,45,61,12,5,
Gray,Jon,592351,2021,50,5,0,0,0,32,0,.106,.100,.206,0,0,2,8,1,2,
Jones,JaCoby,592444,2021,105,13,2,0,2,42,5,.250,.210,.460,0,0,11,22,6,2,
Judge,Aaron,592450,2021,633,95,24,0,39,158,75,.544,.373,.916,0,3,71,127,29,9,
Machado,Manny,592518,2021,640,96,31,2,28,102,63,.489,.347,.836,0,2,92,136,42,40,
Marmolejos,Jose,592530,2021,122,9,4,0,4,39,15,.311,.262,.574,0,0,17,18,6,10,
Moran,Colin,592567,2021,359,60,12,0,10,87,36,.390,.334,.724,0,2,35,96,12,9,
Pederson,Joc,592626,2021,481,62,19,3,18,117,39,.422,.310,.732,0,8,72,96,22,24,
Ramos,Henry,592656,2021,55,7,2,0,1,12,4,.300,.255,.555,0,0,8,14,4,3,
Realmuto,J.T.,592663,2021,537,79,25,4,17,129,48,.439,.343,.782,0,11,59,114,31,20,
Renfroe,Hunter,592669,2021,572,71,33,0,31,130,44,.501,.315,.816,0,1,68,122,23,45,
Rosario,Eddie,592696,2021,412,62,19,3,14,61,26,.435,.303,.739,0,1,73,103,24,26,
Simmons,Andrelton,592743,2021,451,77,12,0,3,62,32,.274,.282,.556,0,3,49,156,33,24,
Walker,Taijuan,592836,2021,51,5,0,0,0,29,1,.106,.137,.244,0,1,1,13,0,0,
Wilkerson,Stevie,592859,2021,76,9,3,0,0,30,3,.208,.211,.419,0,1,6,20,2,2,
Yelich,Christian,592885,2021,475,69,19,2,9,113,70,.373,.362,.736,0,3,38,111,29,10,
Merrifield,Whit,593160,2021,720,129,42,3,10,103,40,.395,.317,.711,0,4,123,169,62,32,
Bogaerts,Xander,593428,2021,603,98,34,1,23,113,62,.493,.370,.863,0,5,71,131,33,28,
Rivas,Webster,593590,2021,77,11,2,0,2,16,8,.338,.299,.637,0,0,6,26,1,4,
Alberto,Hanser,593643,2021,255,40,20,3,2,26,4,.402,.286,.689,0,4,45,66,21,22,
Polanco,Jorge,593871,2021,644,88,35,2,33,118,45,.503,.323,.826,0,5,115,127,39,34,
Sano,Miguel,593934,2021,532,51,24,0,30,183,59,.466,.312,.778,0,2,54,86,18,24,
Difo,Wilmer,594694,2021,240,45,7,3,4,54,20,.384,.329,.713,0,0,30,48,15,14,
Calhoun,Kole,594777,2021,182,26,8,0,5,41,15,.373,.297,.670,0,0,27,38,9,12,
Duvall,Adam,594807,2021,555,60,17,2,38,174,35,.491,.281,.772,0,4,86,82,18,39,
Eaton,Adam,594809,2021,288,33,10,2,6,71,22,.327,.278,.605,0,7,32,80,18,6,
Gosselin,Phil,594838,2021,373,69,14,0,7,81,24,.362,.314,.676,0,3,55,81,25,14,
Kiermaier,Kevin,595281,2021,390,60,19,7,4,99,33,.388,.328,.716,0,5,32,99,22,9,
Knapp,Andrew,595284,2021,159,17,3,0,2,61,10,.214,.214,.428,0,2,22,30,8,4,
Wallach,Chad,595453,2021,66,9,2,1,0,32,3,.267,.242,.509,0,1,7,10,1,0,
Alfaro,Jorge,595751,2021,311,52,15,1,4,99,11,.342,.283,.625,0,5,23,81,16,4,
Profar,Jurickson,595777,2021,412,57,17,2,4,65,49,.320,.328,.648,1,6,47,101,27,36,
Baez,Javier,595879,2021,547,82,18,2,31,184,28,.494,.318,.812,1,13,43,105,15,25,
Cave,Jake,595909,2021,178,21,6,1,3,62,10,.293,.247,.540,0,3,11,46,11,4,
Evans,Phillip,595943,2021,247,34,5,0,5,53,28,.299,.312,.611,0,5,20,71,16,10,
Gallagher,Cam,595956,2021,124,21,6,0,1,20,8,.330,.290,.621,1,0,14,30,16,7,
Hedges,Austin,595978,2021,312,34,7,0,10,87,15,.308,.215,.522,0,1,46,67,19,26,
Lindor,Francisco,596019,2021,524,65,16,3,20,96,58,.412,.319,.730,0,5,82,124,30,24,
NogowskiJr.,John,596056,2021,143,22,7,0,1,22,12,.310,.301,.611,0,1,31,31,12,4,
Odor,Rougned,596059,2021,361,38,12,0,15,100,27,.379,.285,.664,0,11,51,73,7,26,
Slater,Austin,596103,2021,306,41,12,1,12,84,28,.423,.320,.744,0,4,26,81,15,2,
Story,Trevor,596115,2021,595,69,34,5,24,139,53,.471,.329,.801,0,11,86,111,28,33,
Vogelbach,Daniel,596129,2021,258,30,8,0,9,57,43,.381,.349,.730,0,0,31,61,10,9,
Sanchez,Gary,596142,2021,440,41,13,1,23,121,52,.423,.307,.730,0,5,55,78,19,32,
Kepler,Max,596146,2021,490,46,21,4,19,96,54,.413,.306,.719,0,6,66,104,42,31,
Quinn,Roman,596451,2021,62,5,2,2,0,19,6,.288,.306,.595,0,4,3,13,4,4,
Franco,Maikel,596748,2021,403,46,22,0,11,67,20,.355,.253,.609,0,3,52,126,26,28,
Garcia,Robel,596825,2021,117,12,3,0,1,42,8,.208,.214,.421,0,1,16,26,3,5,
Choi,Ji-Man,596847,2021,305,34,14,0,11,87,45,.411,.348,.758,0,2,26,54,18,14,
BradleyJr.,Jackie,598265,2021,428,40,14,3,6,132,28,.261,.236,.497,0,10,45,111,22,17,
LaStella,Tommy,600303,2021,242,36,11,1,7,26,18,.405,.306,.710,2,1,40,73,18,9,
Severino,Pedro,600474,2021,419,65,18,0,11,109,34,.383,.308,.690,0,1,43,81,22,32,
Nunez,Renato,600524,2021,55,3,3,0,4,16,1,.472,.218,.690,0,1,6,17,1,3,
Candelario,Jeimer,600869,2021,626,90,42,3,16,135,65,.443,.351,.795,0,4,76,135,40,20,
Daza,Yonathan,602074,2021,331,69,12,2,2,60,21,.355,.326,.682,0,2,40,99,20,3,
Urias,Ramon,602104,2021,296,52,14,0,7,76,28,.412,.361,.774,0,6,25,69,10,9,
Rondon,Jose,602922,2021,90,15,3,0,3,17,8,.413,.322,.735,0,0,14,15,6,9,
Ahmed,Nick,605113,2021,473,58,30,3,5,104,34,.339,.279,.618,0,2,62,126,24,24,
Anderson,Brian,605119,2021,264,42,9,0,7,65,26,.378,.337,.715,0,5,30,58,13,9,
Barnes,Austin,605131,2021,225,29,8,0,6,56,20,.345,.298,.643,0,4,34,47,12,9,
Bell,Josh,605137,2021,568,78,24,1,27,101,65,.476,.347,.823,0,2,58,175,26,9,
Betts,Mookie,605141,2021,550,68,29,3,23,86,68,.487,.367,.854,0,11,95,105,26,33,
Caratini,Victor,605170,2021,356,55,9,0,7,82,35,.323,.309,.632,0,4,40,95,16,11,
Davis,J.D.,605204,2021,211,34,12,0,5,68,24,.436,.384,.820,0,6,17,30,8,7,
Garcia,Aramis,605244,2021,94,14,1,0,3,28,1,.318,.234,.552,0,3,11,26,3,4,
Musgrove,Joe,605397,2021,57,5,2,0,0,23,1,.176,.140,.317,0,0,5,15,2,4,
Nola,Aaron,605400,2021,63,5,2,0,0,29,6,.184,.206,.390,0,0,1,18,1,0,
Panik,Joe,605412,2021,257,37,9,0,3,34,17,.284,.265,.548,0,2,31,80,24,19,
Perez,Michael,605421,2021,231,14,8,1,7,68,19,.290,.221,.511,0,2,33,59,11,9,
Woodruff,Brandon,605540,2021,58,6,0,0,0,28,3,.115,.155,.271,0,0,2,14,3,2,
Zimmer,Bradley,605548,2021,348,50,9,1,8,122,30,.344,.325,.669,0,15,30,60,13,9,
Castro,Harold,605612,2021,339,72,13,1,3,72,14,.359,.307,.666,0,1,50,85,24,2,
Arcia,Orlando,606115,2021,89,11,3,0,2,19,7,.309,.258,.567,0,0,11,26,3,6,
Tapia,Raimel,606132,2021,533,99,26,2,6,70,40,.372,.326,.698,0,1,38,216,23,11,
Aquino,Aristides,606157,2021,204,16,6,1,10,75,27,.408,.299,.707,0,1,24,21,7,14,
Hernandez,Teoscar,606192,2021,595,102,29,0,32,148,36,.524,.346,.870,0,7,73,110,36,21,
Mercedes,Yermin,606213,2021,262,48,9,1,7,46,20,.404,.328,.732,0,1,43,58,12,16,
Peraza,Jose,606299,2021,154,16,7,0,6,26,9,.380,.266,.647,0,3,33,30,10,14,
Marte,Ketel,606466,2021,374,64,29,1,14,60,31,.532,.377,.909,0,2,40,88,22,21,
Greiner,Grayson,606988,2021,82,12,4,0,1,31,9,.333,.317,.650,0,0,8,12,3,2,
Haase,Eric,606992,2021,381,46,12,1,22,119,26,.459,.286,.745,0,2,48,71,15,18,
Nimmo,Brandon,607043,2021,386,67,17,3,8,79,54,.437,.399,.836,0,5,34,84,21,14,
Peterson,Jace,607054,2021,302,46,11,1,6,68,38,.367,.348,.714,0,3,44,63,11,10,
Turner,Trea,607208,2021,646,130,34,3,28,110,41,.536,.375,.911,0,6,78,141,43,30,
Smith,Kevan,607345,2021,106,13,3,0,0,31,10,.200,.245,.445,1,0,11,28,7,2,
Beaty,Matt,607461,2021,234,43,4,1,7,44,20,.402,.363,.765,0,10,29,50,12,14,
Blandino,Alex,607468,2021,82,10,4,0,0,28,8,.257,.317,.574,0,4,7,14,1,6,
Pillar,Kevin,607680,2021,347,47,11,2,15,81,11,.415,.277,.692,0,10,56,61,19,32,
Stallings,Jacob,607732,2021,427,63,20,1,8,85,49,.369,.335,.704,0,2,48,101,34,14,
Ramirez,Jose,608070,2021,636,74,32,5,36,87,72,.538,.355,.893,0,7,90,130,40,59,
Bregman,Alex,608324,2021,400,65,17,0,12,53,44,.422,.355,.777,0,4,61,91,28,25,
Fried,Max,608331,2021,67,12,3,0,0,18,4,.327,.284,.611,0,0,3,22,5,0,
Gallo,Joey,608336,2021,616,47,13,1,38,213,111,.458,.351,.808,0,6,58,80,14,35,
Kelly,Carson,608348,2021,359,48,11,1,13,74,44,.411,.343,.754,0,6,59,63,18,21,
Seager,Corey,608369,2021,409,67,22,3,16,66,48,.521,.394,.915,0,5,53,100,17,11,
Winker,Jesse,608385,2021,485,72,32,1,24,75,53,.556,.394,.949,0,9,55,118,26,20,
Marquez,German,608566,2021,60,8,5,0,1,13,0,.415,.233,.648,0,0,4,21,6,2,
Mazara,Nomar,608577,2021,181,25,5,2,3,45,15,.321,.276,.597,0,0,25,45,10,6,
Murphy,Tom,608596,2021,325,37,8,0,11,99,40,.350,.302,.652,3,2,36,54,12,22,
Jankowski,Travis,608671,2021,157,24,6,2,1,29,22,.351,.357,.708,1,1,19,36,12,3,
Mayfield,Jack,608686,2021,290,33,15,0,10,68,17,.387,.269,.656,0,3,39,63,14,27,
Plawecki,Kevin,608700,2021,173,35,7,0,3,26,12,.389,.347,.735,0,3,28,36,11,12,
Refsnyder,Rob,608701,2021,157,25,7,0,2,40,17,.338,.325,.663,0,0,20,32,10,4,
Mondesi,Adalberto,609275,2021,136,14,8,1,6,43,6,.452,.265,.717,0,1,14,28,3,12,
Andujar,Miguel,609280,2021,162,31,2,0,6,28,7,.383,.284,.667,0,0,19,51,11,7,
Vosler,Jason,613564,2021,82,6,4,0,3,21,7,.356,.256,.612,0,1,12,21,0,7,
Cordero,Franchy,614173,2021,136,17,6,0,1,51,8,.260,.235,.495,0,0,11,33,5,4,
Reyes,Franmil,614177,2021,466,56,18,2,30,149,43,.522,.324,.846,0,2,37,94,15,19,
Torrens,Luis,620443,2021,378,51,16,2,15,99,28,.431,.299,.730,0,1,34,102,18,11,
Robertson,Daniel,621002,2021,90,8,2,0,2,28,12,.274,.300,.574,0,3,12,20,2,1,
MartinJr.,Richie,621006,2021,105,20,2,0,1,28,4,.286,.267,.552,0,1,10,28,6,4,
Schrock,Max,621011,2021,134,24,7,2,3,24,8,.448,.328,.776,0,0,25,22,11,8,
Swanson,Dansby,621020,2021,653,84,33,2,27,167,52,.449,.311,.760,0,5,85,130,38,27,
Newman,Kevin,621028,2021,554,87,22,3,5,41,27,.309,.262,.571,0,1,94,173,64,37,
Taylor,Chris,621035,2021,582,80,25,4,20,167,63,.438,.344,.782,0,8,76,89,30,20,
Correa,Carlos,621043,2021,640,94,34,1,26,116,75,.485,.366,.850,0,4,76,142,36,35,
Buehler,Walker,621111,2021,82,5,2,0,0,45,5,.130,.146,.277,0,0,3,21,0,1,
Dahl,David,621311,2021,220,28,11,0,4,59,10,.322,.245,.567,0,1,23,57,14,12,
Phillips,Brett,621433,2021,292,26,9,4,13,113,33,.427,.298,.725,0,2,36,40,8,7,
Taylor,Tyrone,621438,2021,271,36,9,3,12,59,20,.457,.321,.778,0,7,36,57,17,15,
Buxton,Byron,621439,2021,254,30,23,0,19,62,13,.647,.358,1.005,0,6,30,49,12,10,
Brinson,Lewis,621446,2021,290,39,14,0,9,72,13,.376,.262,.638,0,1,29,67,19,27,
Bolt,Skye,621450,2021,60,3,1,0,1,15,1,.158,.100,.258,0,0,11,24,2,2,
Duggar,Steven,621453,2021,297,42,14,5,8,88,27,.437,.330,.767,0,2,41,52,10,7,
Rios,Edwin,621458,2021,60,3,0,0,1,18,7,.137,.217,.354,0,2,12,13,2,2,
Stewart,DJ,621466,2021,318,33,10,0,12,89,44,.374,.324,.698,0,4,41,49,10,26,
Ward,Taylor,621493,2021,237,29,15,0,8,55,20,.438,.329,.767,0,6,35,43,18,7,
Mathisen,Wyatt,621500,2021,51,4,0,0,1,21,5,.190,.255,.445,0,3,3,4,4,6,
Nido,Tomas,621512,2021,161,25,5,1,3,44,5,.327,.261,.588,0,3,20,38,17,0,
Wisdom,Patrick,621550,2021,375,37,13,0,28,153,32,.518,.304,.822,1,4,35,45,12,14,
Wendle,Joey,621563,2021,501,76,31,4,11,113,28,.422,.319,.741,0,10,57,121,38,10,
Olson,Matt,621566,2021,673,79,35,0,39,113,88,.540,.371,.911,0,9,92,150,18,44,
Jones,Taylor,622100,2021,108,14,8,1,2,29,4,.402,.269,.670,0,0,13,25,6,6,
Duffy,Matt,622110,2021,322,66,12,0,5,63,25,.381,.357,.738,0,7,32,79,26,7,
Walton,Donovan,622268,2021,69,8,2,1,2,15,4,.365,.246,.611,0,0,8,21,6,2,
Castillo,Luis,622491,2021,59,6,2,0,0,23,1,.204,.153,.357,0,0,3,21,2,1,
Margot,Manuel,622534,2021,464,76,18,3,10,70,37,.382,.313,.695,0,1,65,123,32,28,
Reyes,Pablo,622569,2021,87,14,5,0,1,15,9,.359,.333,.692,0,0,15,17,4,6,
Senzatela,Antonio,622608,2021,51,2,0,0,0,19,0,.051,.039,.090,0,0,2,23,3,2,
Reyes,Victor,622682,2021,220,35,10,4,5,55,8,.416,.282,.698,0,0,25,56,18,3,
Mateo,Jorge,622761,2021,209,32,11,1,4,55,9,.376,.292,.668,0,4,27,43,10,13,
Velazquez,Andrew,623205,2021,68,9,4,1,1,23,1,.358,.235,.594,0,0,8,15,4,2,
Bote,David,623520,2021,327,38,10,2,8,73,27,.330,.275,.605,0,5,45,84,19,15,
Ramirez,Harold,623912,2021,361,62,21,1,7,56,14,.398,.305,.703,0,5,42,112,20,18,
Santander,Anthony,623993,2021,438,56,24,0,18,101,23,.433,.285,.719,0,4,60,88,27,35,
Alonso,Pete,624413,2021,637,80,27,3,37,127,60,.519,.344,.863,0,12,96,132,29,32,
Arroyo,Christian,624414,2021,181,25,12,0,6,44,8,.445,.320,.766,1,7,17,42,12,6,
Biggio,Cavan,624415,2021,294,38,10,1,7,78,37,.356,.320,.676,1,1,38,55,17,11,
Conforto,Michael,624424,2021,479,60,20,0,14,104,59,.384,.344,.729,0,12,62,112,22,13,
Frazier,Adam,624428,2021,639,130,36,5,5,69,48,.411,.366,.777,0,10,78,156,75,26,
Trevino,Jose,624431,2021,302,49,14,0,5,57,12,.340,.265,.605,0,0,45,85,23,12,
Gordon,Nick,624503,2021,216,34,9,1,4,55,12,.355,.292,.647,0,3,23,51,21,3,
McGuire,Reese,624512,2021,217,34,15,0,1,44,15,.343,.309,.652,0,2,32,50,14,9,
Nunez,Dom,624513,2021,263,18,12,3,10,91,34,.399,.293,.692,0,0,31,38,8,17,
Soler,Jorge,624585,2021,602,61,27,0,27,142,67,.432,.312,.744,8,6,79,124,27,32,
Sosa,Edmundo,624641,2021,326,60,8,4,6,63,17,.389,.344,.732,1,17,37,86,16,10,
Heredia,Guillermo,628338,2021,347,36,26,0,5,81,32,.354,.311,.665,0,9,43,76,22,17,
Hernandez,Yadiel,628450,2021,289,54,8,1,9,59,22,.413,.329,.742,0,1,32,89,12,1,
Ibanez,Andy,628451,2021,272,46,15,2,7,35,15,.435,.320,.755,0,2,50,61,22,17,
Urias,Julio,628711,2021,70,10,2,0,0,22,0,.237,.186,.423,0,1,3,27,2,3,
Cronenworth,Jake,630105,2021,643,90,33,7,21,90,55,.460,.336,.796,5,10,84,165,47,35,
Frazier,Clint,640449,2021,218,20,9,0,5,65,32,.317,.317,.633,0,3,17,41,12,14,
Meadows,Austin,640457,2021,591,62,29,3,27,122,59,.458,.315,.772,0,6,109,94,35,41,
Mercado,Oscar,640458,2021,238,30,11,1,6,42,21,.369,.298,.667,0,2,33,59,11,22,
Pinder,Chad,640461,2021,233,29,16,1,6,62,16,.411,.300,.712,0,2,25,58,12,5,
Anderson,Tim,641313,2021,551,115,29,2,17,119,22,.469,.338,.806,0,1,51,163,25,7,
Bauers,Jake,641343,2021,315,48,7,0,4,78,30,.277,.289,.565,1,2,50,49,23,22,
Bellinger,Cody,641355,2021,350,31,9,2,10,94,31,.302,.240,.542,0,1,61,62,24,25,
Calhoun,Willie,641432,2021,284,46,10,3,6,34,21,.381,.310,.691,0,2,46,67,26,22,
Collins,Zack,641470,2021,231,24,13,0,4,69,34,.338,.329,.667,0,1,32,30,13,11,
Crawford,J.P.,641487,2021,687,123,37,0,9,114,58,.376,.338,.714,0,5,76,177,53,34,
Davis,Jonathan,641505,2021,103,9,1,0,1,26,12,.172,.252,.425,0,3,19,25,6,1,
Dozier,Hunter,641531,2021,543,56,27,6,16,154,43,.394,.285,.680,0,7,70,104,28,31,
Engel,Adam,641553,2021,140,15,9,0,7,31,11,.496,.336,.832,0,5,16,30,7,8,
Fargas,Johneshwy,641561,2021,54,8,3,2,0,15,1,.385,.259,.644,0,0,5,14,3,3,
Fraley,Jake,641584,2021,265,29,7,0,9,71,46,.369,.351,.720,0,2,27,50,17,6,
Garver,Mitch,641598,2021,243,25,15,0,13,71,31,.517,.358,.875,0,3,26,33,10,15,
Guillorme,Luis,641645,2021,156,31,3,0,1,23,23,.311,.372,.682,0,0,21,42,11,1,
Hampson,Garrett,641658,2021,494,68,21,6,11,118,33,.380,.287,.667,0,3,73,100,39,18,
Heim,Jonah,641680,2021,285,29,13,0,10,58,15,.358,.239,.597,0,1,37,76,16,27,
Lewis,Kyle,641786,2021,147,23,4,0,5,37,16,.392,.333,.726,0,1,26,20,9,5,
Locastro,Tim,641796,2021,156,19,4,0,2,33,7,.252,.263,.515,0,9,29,34,10,7,
Mahle,Tyler,641816,2021,66,3,0,0,0,19,4,.055,.106,.161,0,0,4,32,3,1,
ManciniIII,Trey,641820,2021,616,87,33,1,21,143,51,.432,.326,.758,0,8,60,153,38,19,
Martin,Jason,641829,2021,154,21,3,0,6,41,8,.354,.247,.601,0,0,16,39,8,12,
McKinney,Billy,641856,2021,300,28,11,3,9,79,32,.358,.280,.638,0,1,45,59,19,13,
McMahon,Ryan,641857,2021,596,78,32,1,23,147,59,.449,.331,.779,0,4,74,115,43,19,
Neuse,Sheldon,641914,2021,66,7,1,0,3,26,1,.323,.182,.505,0,0,10,13,4,1,
O'Neill,Tyler,641933,2021,537,76,26,2,34,168,38,.560,.352,.912,0,13,59,74,20,24,
Sisco,Chance,642082,2021,83,8,3,0,0,21,7,.189,.241,.430,0,2,11,23,3,5,
Smith,Dominic,642086,2021,493,78,20,0,11,112,32,.363,.304,.667,0,9,78,99,39,14,
Tellez,Rowdy,642133,2021,325,45,14,2,11,65,23,.414,.305,.719,0,4,40,77,23,21,
Valaika,Pat,642162,2021,281,39,8,0,5,76,16,.290,.249,.539,0,2,55,45,18,16,
VanMeter,Josh,642165,2021,310,33,17,2,6,83,33,.354,.297,.651,0,1,55,50,12,16,
Wade,Tyler,642180,2021,145,28,5,1,0,37,16,.323,.352,.675,1,1,7,35,8,6,
White,Eli,642201,2021,220,22,6,1,6,66,18,.308,.259,.567,0,4,29,38,13,17,
Williams,Justin,642211,2021,137,15,0,0,4,46,17,.261,.270,.531,0,1,11,34,8,1,
Wong,Kean,642221,2021,66,7,2,1,0,17,2,.233,.182,.415,0,0,6,20,9,1,
Mejia,Francisco,642336,2021,277,41,15,3,6,49,17,.416,.321,.737,0,7,37,60,16,25,
Sierra,Magneuris,642423,2021,225,41,6,1,0,50,15,.268,.280,.548,0,0,18,57,20,17,
Rosario,Amed,642708,2021,588,113,25,6,11,120,31,.409,.321,.731,0,3,60,162,34,20,
Adames,Willy,642715,2021,555,72,32,1,25,156,57,.481,.337,.818,0,0,85,92,16,17,
Gutierrez,Kelvin,642721,2021,295,49,8,3,3,76,19,.316,.292,.608,0,4,23,84,16,10,
Alcantara,Sergio,642727,2021,255,31,6,3,5,74,30,.327,.302,.629,0,2,27,55,11,11,
Estrada,Thairo,642731,2021,132,22,4,0,7,23,9,.479,.333,.813,0,2,10,35,9,11,
Leyba,Domingo,642736,2021,96,8,1,0,1,23,8,.161,.198,.359,0,1,16,23,9,6,
Wynns,Austin,642851,2021,139,16,4,0,4,31,8,.308,.230,.538,0,0,24,41,5,6,
Benintendi,Andrew,643217,2021,538,90,27,2,17,97,36,.442,.323,.766,0,2,108,114,25,17,
Cooper,Garrett,643265,2021,250,41,10,1,9,68,30,.465,.380,.845,0,4,17,55,10,4,
Craig,Will,643269,2021,65,10,2,0,1,22,5,.300,.277,.577,0,0,4,15,4,1,
Dubon,Mauricio,643289,2021,187,28,9,0,5,41,9,.377,.278,.655,0,1,26,42,13,10,
Jansen,Danny,643376,2021,205,17,13,0,11,44,17,.473,.298,.770,0,3,23,37,19,20,
Kemp,Tony,643393,2021,397,65,16,3,8,51,52,.418,.378,.796,0,6,72,81,25,17,
Kiner-Falefa,Isiah,643396,2021,677,136,25,3,8,90,28,.357,.312,.669,0,11,75,218,60,23,
LongJr.,Shed,643418,2021,121,13,4,1,4,39,9,.360,.256,.617,0,0,7,39,3,2,
McNeil,Jeff,643446,2021,426,70,19,1,7,58,29,.360,.319,.679,0,10,61,113,33,25,
Schwindel,Frank,643524,2021,259,44,20,1,14,41,16,.591,.371,.962,0,1,32,57,15,18,
Tauchman,Mike,643565,2021,191,21,5,0,4,58,23,.283,.283,.566,0,1,19,38,15,7,
Chang,Yu,644374,2021,251,28,14,3,9,69,11,.426,.267,.693,0,2,30,50,13,22,
Alcantara,Sandy,645261,2021,64,1,1,0,0,45,3,.052,.094,.145,0,1,0,13,0,0,
Albies,Ozzie,645277,2021,686,86,40,7,30,128,47,.488,.310,.799,0,3,138,125,43,38,
Robles,Victor,645302,2021,369,40,21,1,2,85,33,.295,.306,.601,0,16,43,80,20,28,
Ford,Mike,645801,2021,72,5,0,0,3,23,11,.283,.278,.561,0,1,13,11,3,2,
Devers,Rafael,646240,2021,664,89,37,1,38,143,62,.538,.352,.890,0,7,75,143,33,34,
Naylor,Josh,647304,2021,250,39,13,0,7,45,14,.399,.300,.699,1,2,25,72,16,16,
Toro,Abraham,647351,2021,375,57,12,0,11,54,31,.373,.315,.688,0,7,81,88,20,14,
Diaz,Aledmys,649557,2021,319,49,19,0,8,62,16,.405,.317,.721,0,9,35,80,18,23,
Urias,Luis,649966,2021,570,73,25,1,23,116,63,.445,.342,.787,3,10,64,118,33,40,
Diaz,Lewin,650331,2021,128,12,4,1,8,33,6,.451,.242,.693,0,0,18,24,7,15,
Arraez,Luis,650333,2021,479,101,17,6,2,48,43,.376,.357,.733,0,2,77,131,46,6,
Jimenez,Eloy,650391,2021,231,33,10,0,10,57,16,.437,.303,.740,0,1,18,63,12,9,
Torres,Gleyber,650402,2021,516,88,22,0,9,104,50,.366,.329,.695,0,1,78,116,26,22,
Castro,Willi,650489,2021,450,61,15,6,9,109,23,.351,.271,.622,0,8,53,118,27,20,
Diaz,Yandy,650490,2021,541,85,20,1,13,85,69,.387,.353,.740,0,3,67,141,34,22,
DeLaCruz,Bryan,650559,2021,219,45,7,2,5,53,18,.427,.356,.783,0,1,21,44,13,10,
Rengifo,Luis,650859,2021,190,28,1,0,6,38,9,.310,.242,.552,0,2,26,61,9,10,
Pozo,Yohel,650968,2021,77,16,4,0,1,10,3,.378,.312,.690,0,0,8,15,11,9,
Adams,Riley,656180,2021,120,11,8,1,2,40,15,.384,.358,.742,0,6,13,19,4,0,
Bradley,Bobby,656252,2021,279,25,10,0,16,99,25,.445,.294,.739,0,6,25,52,12,9,
Chapman,Matt,656305,2021,622,66,15,3,27,202,80,.403,.314,.716,0,4,89,84,18,32,
Chavis,Michael,656308,2021,124,19,7,1,3,42,1,.397,.258,.655,0,1,12,27,7,4,
Diaz,Isan,656371,2021,278,33,9,0,4,73,34,.282,.291,.573,0,1,39,59,19,6,
Ellis,Drew,656403,2021,83,6,2,0,1,27,10,.203,.277,.480,0,4,11,13,4,5,
Hill,Derek,656537,2021,150,27,3,3,3,42,10,.388,.313,.702,0,1,14,28,13,6,
Hilliard,Sam,656541,2021,238,23,7,2,14,87,23,.463,.294,.757,0,1,21,43,6,11,
Hoskins,Rhys,656555,2021,443,40,29,0,27,108,47,.530,.334,.864,0,5,67,66,28,25,
Jackson,Alex,656577,2021,151,11,4,0,3,73,13,.237,.252,.488,0,7,14,13,7,6,
Joe,Connor,656582,2021,211,34,9,0,8,41,26,.469,.379,.848,0,3,25,34,17,12,
Luplow,Jordan,656669,2021,193,14,8,0,11,57,28,.454,.326,.780,0,2,28,27,4,13,
